"","Store #","Address 1","City","fixedState","zip","fullAddress","StateInOrigFile"
"1217",7514,"1995 HIGHWAY 1 S","GREENVILLE","MS",38701,"1995 Highway 1 S, Greenville, MS 38701","SC"
"1218",7516,"1620 WAY ST","REIDSVILLE","NC",27320,"1620 Way St, Reidsville, NC 27320","NC"
"1219",7526,"670 ROOSEVELT HWY","WAYMART","PA",18472,"670 Roosevelt Hwy, Waymart, PA 18472","PA"
"1220",7532,"12993 B HWY 79","BELLS",NA,NA,NA,"TN"
"1221",7533,"171 OCOCEE ST","COPPERHILL","TN",37317,"171 Ocoee St, Copperhill, TN 37317","TN"
"1222",7536,"1807 COMMERCIAL DR","VAN BUREN","MO",63965,"1807 Commercial Dr, Van Buren, MO 63965","AR"
"1223",7542,"20 GARROTT DR","MEDINA","TN",38355,"20 Garrott Dr, Medina, TN 38355","OH"
"1224",7545,"11552 N. MARKET ST","NORTH LIMA","OH",44452,"11552 Market St, North Lima, OH 44452","OH"
"1225",7546,"300 N ARMSTRONG ST","CROTHERSVILLE","IN",47229,"300 N Armstrong St, Crothersville, IN 47229","IN"
"1226",7549,"69199 M 62","EDWARDSBURG","MI",49112,"69199 M-62, Edwardsburg, MI 49112","MI"
"1227",7550,"4445 HWY 55 EAST","EVA","AL",35621,"4445 Highway 55 E, Eva, AL 35621","AL"
"1228",7551,"7124 WILL ROBBINS HWY","NETTLETON","MS",38858,"7124 Will Robbins Hwy, Nettleton, MS 38858","MS"
"1229",7566,"662 GREENE ST","CUMBERLAND","MD",21502,"662 Greene St, Cumberland, MD 21502","KY"
"1230",7568,"304 W MAIN ST","FRUITLAND","MD",21826,"304 W Main St, Fruitland, MD 21826","MD"
"1231",7576,"601 N ELM ST","PALESTINE","TX",75801,"601 N Elm St, Palestine, TX 75801","TX"
"1232",7578,"8008 US HIGHWAY 277","ELGIN",NA,NA,NA,"TX"
"1233",7579,"2385 NW MILTARY HWY","SAN ANTONIO","TX",78231,"2385 NW Military Hwy, San Antonio, TX 78231","TX"
"1234",7589,"1504 S GASTON","CRANE","TX",79731,"1504 Andrews Hwy, Crane, TX 79731","MO"
"1235",7590,"101 E BLAIR","THREE RIVERS","TX",78071,"101 E Blair, Three Rivers, TX 78071","MI"
"1236",7594,"27301 HWY 190","LACOMBE","LA",70445,"27301 Highway 190, Lacombe, LA 70445","LA"
"1237",7596,"641 E MOUNT VERNON BLVD","MOUNT VERNON","MO",65712,"641 E Mt Vernon Blvd, Mt Vernon, MO 65712","KY"
"1238",7598,"8070 W HIGHWAY 98","PENSACOLA","FL",32506,"8070 US-98, Pensacola, FL 32506","FL"
"1239",7610,"610 US HWY 51 N","BARDWELL","KY",42023,"610 US-51, Bardwell, KY 42023","KY"
"1240",7612,"303 N GOLDSBORO ST","PIKEVILLE","NC",27863,"303 N Goldsboro St, Pikeville, NC 27863","TN"
"1241",7613,"1103 SHELBY ROAD","KINGS MOUNTAIN","NC",28086,"1103 Shelby Rd, Kings Mountain, NC 28086","NC"
"1242",7624,"3840 MAIN ST","MINERAL RIDGE","OH",44440,"3840 S Main St, Mineral Ridge, OH 44440","OH"
"1243",7634,"210 S ILIFF ST","MEDICINE LODGE","KS",67104,"210 S Iliff St, Medicine Lodge, KS 67104","KS"
"1244",7638,"107 I55 FRONTAGE ROAD","TERRY","MS",39170,"107 I-55 South Frontage Rd, Terry, MS 39170","MS"
"1245",7646,"4306 GLADES PIKE","SOMERSET","PA",15501,"4306 Glades Pike, Somerset, PA 15501","KY"
"1246",7648,"1379 BROADWAY AVE N","BARTOW","FL",33830,"1379 Broadway Ave N, Bartow, FL 33830","FL"
"1247",7654,"9554 W SR 25","MENTONE","IN",46539,"9554 IN-25, Mentone, IN 46539","IN"
"1248",7659,"1096 OLD RUSSELLVILLE LOO","ADAIRVILLE","KY",42202,"1096 Old Russellville Loop, Adairville, KY 42202","KY"
"1249",7665,"102 ANDREAS DR","SUGARCREEK","OH",44681,"102 Andreas Dr NE, Sugarcreek, OH 44681","OH"
"1250",7667,"2710 SUNSET AVE","ROCKY MOUNT","NC",27804,"2710 Sunset Ave, Rocky Mount, NC 27804","NC"
"1251",7668,"516 W GOLD ST","MCCORMICK","SC",29835,"516 W Gold St, McCormick, SC 29835","SC"
"1252",7678,"1925 N GREENSBURG XING","GREENSBURG","IN",47240,"1925 N Greensburg Crossing, Greensburg, IN 47240","IN"
"1253",7680,"999 US HWY 27","MOORE HAVEN","FL",33471,"999 US-27, Moore Haven, FL 33471","FL"
"1254",7682,"315 E COMMERCE ST","BROWNWOOD","TX",76801,"315 E Commerce St, Brownwood, TX 76801","TX"
"1255",7688,"846 W MAIN ST","YORKTOWN","TX",78164,"846 W Main St, Yorktown, TX 78164","IN"
"1256",7692,"302 STATE ROAD 16","SAINT AUGUSTINE","FL",32084,"302 FL-16, St Augustine, FL 32084","FL"
"1257",7703,"4680 E HWY 20","NICEVILLE","FL",32578,"4680 E Hwy 20, Niceville, FL 32578","FL"
"1258",7704,"3113 RANDLEMAN ROAD","GREENSBORO","NC",27406,"3113 Randleman Rd, Greensboro, NC 27406","NC"
"1259",7711,"102 N MAIN ST","BRIDGEVILLE","DE",19933,"102 N Main St, Bridgeville, DE 19933","DE"
"1260",7712,"1070 GA HIGHWAY 57","TOWNSEND","GA",31331,"1070 GA-57, Townsend, GA 31331","GA"
"1261",7718,"215 W 2ND ST","KIMBALL","NE",69145,"215 W 2nd St, Kimball, NE 69145","NE"
"1262",7722,"2770 W TENNESSEE ST","TALLAHASSEE","FL",32304,"2770 W Tennessee St, Tallahassee, FL 32304","FL"
"1263",7728,"3621 REID STREET","PALATKA","FL",32177,"3621 Reid St, Palatka, FL 32177","FL"
"1264",7732,"3156 WRIGHTSBORO RD","AUGUSTA","GA",30909,"3156 Wrightsboro Rd, Augusta, GA 30909","AR"
"1265",7737,"1800 DAISY ST EXT STE 390","CLEARFIELD","PA",16830,"1800 Daisy St, Clearfield, PA 16830","PA"
"1266",7738,"816 EAST FORT ST","FARMINGTON","IL",61531,"816 E Fort St, Farmington, IL 61531","MO"
"1267",7739,"711 NORTH IRWIN AVENUE","OCILLA","GA",31774,"711 N Irwin Ave, Ocilla, GA 31774","GA"
"1268",7740,"13953 W US 90","GREENVILLE","SC",29611,"90 West St, Greenville, SC 29611","SC"
"1269",7742,"5775 CRAIN HWY","UPPER MARLBORO","MD",20772,"5775 Crain Hwy, Upper Marlboro, MD 20772","MD"
"1270",7743,"11637 HIGHWAY 190 W","MERRYVILLE","LA",70653,"11637 Highway 190 W, Merryville, LA 70653","LA"
"1271",7756,"915 HIGHWAY 62","WESTVILLE","NY",14301,"915 US-62, Niagara Falls, NY 14301","IL"
"1272",7758,"1191 E MAIN ST","ITASCA","TX",76055,"1191 E Main St, Itasca, TX 76055","TX"
"1273",7779,"1304 N MAIN","TONKAWA","OK",74653,"1304 N Main St, Tonkawa, OK 74653","OK"
"1274",7782,"7830 E 109TH AVE","CROWN POINT","IN",46307,"7830 E 109th Ave, Crown Point, IN 46307","IN"
"1275",7783,"2051 SECOND LOOP RD","FLORENCE","SC",29501,"2051 2nd Loop Rd, Florence, SC 29501","AL"
"1276",7788,"2175 E ARKANSAS LN","ARLINGTON","TX",76010,"2175 E Arkansas Ln, Arlington, TX 76010","TX"
"1277",7802,"3619 N FOSTER RD","SAN ANTONIO","TX",78244,"3619 N Foster Rd, San Antonio, TX 78244","TX"
"1278",7821,"544 N MAIN ST","FAIRFAX","OK",74637,"544 N Main St, Fairfax, OK 74637","OK"
"1279",7822,"113 S LEXINGTON AVE","WILMORE","KY",40390,"113 S Lexington Ave, Wilmore, KY 40390","KY"
"1280",7823,"206 SOUTH NC HWY 111","GOLDSBORO","NC",27534,"206 NC-111, Goldsboro, NC 27534","NC"
"1281",7830,"2607 TRACELAND DR","TUPELO","MS",38801,"2607 Traceland Dr, Tupelo, MS 38801","MS"
"1282",7840,"512 N MAIN ST","COTULLA","TX",78014,"512 N Main St, Cotulla, TX 78014","TX"
"1283",7859,"712 COURT ST","SMITHLAND","KY",42081,"712 Court St, Smithland, KY 42081","KY"
"1284",7861,"831 AIRLINE RD STE B","CORPUS CHRISTI","TX",78412,"831 Airline Rd, Corpus Christi, TX 78412","TX"
"1285",7867,"2495 N LOOP 336 W","CONROE","TX",77304,"2495 N Loop 336 W, Conroe, TX 77304","TX"
"1286",7868,"812 S MITCHELL ST","CADILLAC","MI",49601,"812 S Mitchell St, Cadillac, MI 49601","MI"
"1287",7869,"101 ELMIRA ST","TROY","PA",16947,"101 Elmira St, Troy, PA 16947","AL"
"1288",7870,"7626 E 51ST ST","TULSA","OK",74145,"7626 E 51st St, Tulsa, OK 74145","OK"
"1289",7871,"4861 L ST","OMAHA","NE",68117,"4861 L St, Omaha, NE 68117","NE"
"1290",7879,"5921 RISING SUN AVE","PHILADELPHIA","PA",19120,"5921 Rising Sun Ave, Philadelphia, PA 19120","MS"
"1291",7893,"2015 US HIGHWAY 190","ELTON",NA,NA,NA,"LA"
"1292",7920,"4921 RATTLESNAKE HAMMOCK","NAPLES","FL",34113,"4921 Rattlesnake Hammock Rd, Naples, FL 34113","FL"
"1293",7923,"412 WURTLAND AVE","WURTLAND","KY",41144,"412 Wurtland Ave, Wurtland, KY 41144","KY"
"1294",7924,"2817 DEL RIO PL","LOUISVILLE","KY",40220,"2817 Del Rio Pl, Louisville, KY 40220","KY"
"1295",7931,"2182 N MITTHOEFFER RD","INDIANAPOLIS","IN",46229,"2182 Mitthoeffer Rd, Indianapolis, IN 46229","IN"
"1296",7941,"3957 NORTHVIEW DR","JACKSON","Tennessee",38301,"Tennessee 38301","TN"
"1297",7950,"626 NICHOLSON ST","RICHLAND","GA",31825,"626 Nicholson St, Richland, GA 31825","MS"
"1298",7951,"420 S GRAND","CRESCENT","OK",73028,"420 S Grand, Crescent, OK 73028","OK"
"1299",7955,"10200 ST ROUTE 60","LOWELL","MA",1852,"125 Church St, Lowell, MA 01852","AR"
"1300",7965,"1216 HWY 59","MANDEVILLE","LA",70448,"1216 LA-59, Mandeville, LA 70448","LA"
"1301",7968,"1642 N MAIN ST","BENTON","KY",42025,"1642 Main St, Benton, KY 42025","KY"
"1302",7969,"125 VIRGINIA AVE S","TIFTON","GA",31794,"125 S Virginia Ave, Tifton, GA 31794","GA"
"1303",7976,"965 S MIAMI ST","WEST MILTON","OH",45383,"965 S Miami St, West Milton, OH 45383","OH"
"1304",7978,"154 N MAIN ST","DECATUR","IL",62523,"154 N Main St, Decatur, IL 62523","IL"
"1305",7990,"24210 FRANZ RD","KATY","TX",77493,"24210 Franz Rd, Katy, TX 77493","TX"
"1306",7991,"11801 STATESVILLE BLVD","CLEVELAND","NC",27013,"11801 Statesville Blvd, Cleveland, NC 27013","TN"
"1307",7996,"604 L B KIRBY AVENUE","HOWE","TX",75459,"604 LB Kirby Ave, Howe, TX 75459","TX"
"1308",7998,"605 HOLLY ST","PLEASANTON","KS",66075,"605 Holly St, Pleasanton, KS 66075","TX"
"1309",8004,"1025 N GREEN ST","MORGANTON","NC",28655,"1025 N Green St, Morganton, NC 28655","NC"
"1310",8018,"824 CHICKAMAUGA AVE","ROSSVILLE","GA",30741,"824 Chickamauga Ave, Rossville, GA 30741","GA"
"1311",8019,"160 ALLENDALE HAMPTON HWY","FAIRFAX","SC",29827,"160 Allendale-Hampton Hwy, Fairfax, SC 29827","OK"
"1312",8020,"1100 N 5TH AVE NE","ROME","GA",30165,"1100 N 5th Ave, Rome, GA 30165","GA"
"1313",8021,"503 SPAULDING RD","MONTEZUMA","GA",31063,"503 Spaulding Rd, Montezuma, GA 31063","GA"
"1314",8032,"202 BROADWAY ST","JOHNSONVILLE","SC",29555,"202 W Broadway St, Johnsonville, SC 29555","SC"
"1315",8036,"27 PARK RD STE 202","PLEASANT GROVE","AL",35127,"27 Park Rd, Pleasant Grove, AL 35127","AL"
"1316",8039,"10619 E COLONIAL DR","ORLANDO","FL",32817,"10619 E Colonial Dr, Union Park, FL 32817","FL"
"1317",8049,"708 AUGUSTA RD","EDGEFIELD","SC",29824,"708 Augusta Rd, Edgefield, SC 29824","SC"
"1318",8057,"601 N COMMERCE ST","ARDMORE","OK",73401,"601 N Commerce St, Ardmore, OK 73401","TN"
"1319",8060,"251 N 1ST ST","TIMPSON","TX",75975,"251 N 1st St, Timpson, TX 75975","TX"
"1320",8072,"2725 5TH AVE","HUNTINGTON","WV",25702,"2725 5th Ave, Huntington, WV 25702","IN"
"1321",8073,"9740 MAIN ST STE 150","WOODSTOCK","GA",30188,"9740 Main St, Woodstock, GA 30188","VA"
"1322",8075,"42 NEW PROSPECT RD","ARAGON","GA",30104,"42 New Prospect Rd, Aragon, GA 30104","GA"
"1323",8076,"801 N MAIN ST","HENNESSEY","OK",73742,"801 N Main St, Hennessey, OK 73742","OK"
"1324",8082,"3750 BOWDEN ST","FRISCO CITY","AL",36445,"3750 Bowden St, Frisco City, AL 36445","AL"
"1325",8091,"3902 US HWY 80 W","PHENIX CITY","AL",36870,"3902 US-80, Phenix City, AL 36870","AL"
"1326",8092,"1346 HIGHWAY 160 E","FORT MILL","SC",29715,"1346 SC-160, Fort Mill, SC 29715","SC"
"1327",8097,"1005 W HIGHWAY 54","HERMITAGE","MO",65668,"22535 W Highway 54, Hermitage, MO 65668","TN"
"1328",8101,"1235 N 4TH ST","BURLINGTON","IA",52601,"1235 N 4th St, Burlington, IA 52601","IA"
"1329",8111,"68 INDUSTRIAL BOULEVARD","SLATER","MO",65349,"68 Industrial Blvd, Slater, MO 65349","MO"
"1330",8117,"8120 STATE HWY 19","WINONA","MO",65588,"8120 MO-19, Winona, MO 65588","MS"
"1331",8120,"3704 FENTON ROAD","FLINT","MI",48507,"3704 Fenton Rd, Flint, MI 48507","MI"
"1332",8122,"201 W L DOC DODSON ST E","NAPLES","TX",75568,"201 W L E Doc Dodson St, Naples, TX 75568","FL"
"1333",8126,"818 E OVERLAND DR","SCOTTSBLUFF","NE",69361,"818 E Overland, Scottsbluff, NE 69361","NE"
"1334",8127,"3533 BERLIN PLANK RD","BERLIN","PA",15530,"3533 Berlin Plank Rd, Berlin, PA 15530","MD"
"1335",8129,"27095 HIGHWAY 80 W","PORTAL","GA",30450,"27095 US-80, Portal, GA 30450","GA"
"1336",8141,"8277 MILLER PARK DR","SHREWSBURY","PA",17361,"8277 Miller Park Dr, Shrewsbury, PA 17361","PA"
"1337",8142,"1302 E MAIN ST","LINN","MO",65051,"1302 E Main St, Linn, MO 65051","MO"
"1338",8144,"75 HWY 72 E","COMER","GA",30629,"75 GA-72, Comer, GA 30629","GA"
"1339",8163,"250 E PEARL ST","GOLIAD","TX",77963,"250 E Pearl St, Goliad, TX 77963","TX"
"1340",8166,"400 N MAIN STREET","LAKE VIEW","SC",29563,"400 N Main St, Lake View, SC 29563","SC"
"1341",8168,"22 CAMDEN BYP","CAMDEN","AL",36726,"22 Camden Bypass, Camden, AL 36726","TN"
"1342",8170,"700 N MAIN ST","NEWKIRK","OK",74647,"700 N Main St, Newkirk, OK 74647","OK"
"1343",8188,"945 E HIGHWAY 33","CRETE","NE",68333,"945 NE-33, Crete, NE 68333","NE"
"1344",8193,"1303 BROADWAY STREET","MITCHELL","NE",69357,"1303 Broadway St, Mitchell, NE 69357","IN"
"1345",8201,"7147 RICHMOND RD","WILLIAMSBURG","VA",23188,"7147 Richmond Rd, Williamsburg, VA 23188","KY"
"1346",8203,"100 PARRIS BRIDGE RD","BOILING SPRINGS","SC",29316,"100 Parris Bridge Rd, Boiling Springs, SC 29316","SC"
"1347",8208,"425 GENERAL DANIEL AVE S","DANIELSVILLE","GA",30633,"425 General Daniel Ave S, Danielsville, GA 30633","GA"
"1348",8218,"2757 HARTFORD HWY","DOTHAN","AL",36305,"2757 Hartford Hwy, Dothan, AL 36305","AL"
"1349",8223,"1012 E MAIN ST","LIVINGSTON","TN",38570,"1012 E Main St, Livingston, TN 38570","TX"
"1350",8225,"305 S MAIN ST","WRENS","GA",30833,"305 S Main St, Wrens, GA 30833","GA"
"1351",8231,"9120 LEE ROAD 246","SMITHS STATION","AL",36877,"9120 Lee County 246, Smiths Station, AL 36877","AL"
"1352",8234,"2705 CLOVIS RD","LUBBOCK","TX",79415,"2705 Clovis Rd, Lubbock, TX 79415","TX"
"1353",8238,"5182 OLD HIGHWAY 11 STE 1","HATTIESBURG","MS",39402,"5182 Old Hwy 11, Hattiesburg, MS 39402","MS"
"1354",8246,"304 W AMITY","LOUISBURG","KS",66053,"304 W Amity St, Louisburg, KS 66053","NC"
"1355",8250,"8798 HWY 165","OBERLIN","LA",70655,"8798 Hwy 165, Oberlin, LA 70655","KS"
"1356",8259,"818 GRATIOT BLVD","MARYSVILLE","MI",48040,"818 Gratiot Blvd, Marysville, MI 48040","KS"
"1357",8263,"903 HWY 53","POPLAR BLUFF","MO",63901,"903 Hwy 53, Poplar Bluff, MO 63901","MO"
"1358",8269,"2679 HWY 32 W","DOUGLAS","GA",31533,"2679 GA-32, Douglas, GA 31533","GA"
"1359",8277,"615 N BUSINESS 60","MANSFIELD","MO",65704,"615 N Business 60, Mansfield, MO 65704","OH"
"1360",8284,"11836 N US HIGHWAY 41","FARMERSBURG","IN",47850,"11836 US-41, Farmersburg, IN 47850","IN"
"1361",8286,"923 E SR 234","CAYUGA","IN",47928,"923 IN-234, Cayuga, IN 47928","IN"
"1362",8288,"4416 S DORT HWY","FLINT","MI",48507,"4416 Dort Hwy, Flint, MI 48507","MI"
"1363",8289,"2505 MERCER ST","STONEBORO","PA",16153,"2505 Mercer St, Stoneboro, PA 16153","PA"
"1364",8295,"701 E HIGHWAY 281","PROGRESO","TX",78579,"701 E Highway 281, Progreso, TX 78579","TX"
"1365",8300,"7608 S CAGE BLVD","PHARR","TX",78577,"7608 S Cage Blvd, Pharr, TX 78577","TX"
"1366",8314,"132 RUDY MASON PKWY","AIKEN","SC",29801,"132 Rudy Mason Pkwy, Aiken, SC 29801","SC"
"1367",8319,"820 NY STATE RTE 244","ALFRED STATION","NY",14803,"820 Ny State Rte # 244, Alfred Station, NY 14803","NY"
"1368",8322,"880 MACON AVE","JACKSON","GA",30233,"880 Macon Ave, Jackson, GA 30233","TN"
"1369",8329,"422 N BELCHER RD","CLEARWATER","FL",33765,"422 N Belcher Rd, Clearwater, FL 33765","SC"
"1370",8331,"136 S LOCUST ST","OAK HARBOR","OH",43449,"136 S Locust St, Oak Harbor, OH 43449","OH"
"1371",8336,"600 N WHITE HORSE PIKE","MAGNOLIA","NJ",8049,"600 N White Horse Pike, Magnolia, NJ 08049","TX"
"1372",8344,"4290 GEORGIA HIGHWAY 120","BUCHANAN","GA",30113,"4290 GA-120, Buchanan, GA 30113","TN"
"1373",8346,"8884 ROUTE 522","MIDDLEBURG","PA",17842,"8884 US-522, Middleburg, PA 17842","FL"
"1374",8347,"601 GALLATIN PIKE N","MADISON","TN",37115,"601 Gallatin Pike N, Madison, TN 37115","NC"
"1375",8351,"1660 E DUBLIN GRANVILLE R","COLUMBUS","OH",43229,"1660 E Dublin Granville Rd, Columbus, OH 43229","KS"
"1376",8359,"1191 NORTH COURT ST","CIRCLEVILLE","OH",43113,"1191 N Court St, Circleville, OH 43113","OH"
"1377",8360,"6181 MCKEE ST","NEWFANE","NY",14108,"6181 McKee St, Newfane, NY 14108","NY"
"1378",8363,"13475 BROADWAY ST","ALDEN","NY",14004,"13475 Broadway, Alden, NY 14004","NY"
"1379",8365,"311 E 1ST ST","OGALLALA","NE",69153,"311 E 1st St, Ogallala, NE 69153","NE"
"1380",8366,"3372 SHERIDAN DR","AMHERST","NY",14226,"3372 Sheridan Dr, Buffalo, NY 14226","VA"
"1381",8370,"735 CENTER ST","LEWISTON","NY",14092,"735 Center St, Lewiston, NY 14092","NY"
"1382",8379,"164-180 E 4TH ST","DUNKIRK","NY",14048,"164-180 E 4th St, Dunkirk, NY 14048","NY"
"1383",8380,"510 STATE ST","PROCTORVILLE","OH",45669,"510 State St, Proctorville, OH 45669","OH"
"1384",8382,"3201 HWY 411","WHITE","GA",30184,"3201 Highway 411, White, GA 30184","GA"
"1385",8384,"124 N HENRY ST","STONEVILLE","NC",27048,"124 N Henry St, Stoneville, NC 27048","NC"
"1386",8387,"209 S MERIDIAN AVE (HWY 21)","COZAD","NE",69130,"209 S Meridian Ave, Cozad, NE 69130","NE"
"1387",8392,"106 WASHINGTON ST","UNIONTOWN","PA",15401,"106 Washington St, Uniontown, PA 15401","PA"
"1388",8395,"7376 ROUTE 68","RIMERSBURG","PA",16248,"7376 PA-68, Rimersburg, PA 16248","PA"
"1389",8396,"5785 NEW CALHOUN HWY NE","ROME","GA",30161,"5785 New Calhoun Hwy NE, Rome, GA 30161","GA"
"1390",8397,"336 NE CENTER ST","FAISON","NC",28341,"336 NE Center St, Faison, NC 28341","NC"
"1391",8434,"1100 EAST MAIN","HONEY GROVE","TX",75446,"1100 E Main St, Honey Grove, TX 75446","TX"
"1392",8435,"701 E 4TH ST","DELAVAN","IL",61734,"701 E 4th St, Delavan, IL 61734","IL"
"1393",8450,"69300 HWY 59","MANDEVILLE","LA",70471,"69300 LA-59, Mandeville, LA 70471","LA"
"1394",8454,"5288 DETROIT RD","ELYRIA","OH",44035,"5288 Detroit Rd, Elyria, OH 44035","OH"
"1395",8458,"1226 DAWNVILLE RD","DALTON","GA",30721,"1226 Dawnville Rd NE, Dalton, GA 30721","GA"
"1396",8461,"814 SW LEE BLVD","LAWTON","OK",73501,"814 SW Lee Blvd, Lawton, OK 73501","OK"
"1397",8464,"941 N BARDSTOWN RD","MOUNT WASHINGTON","KY",40047,"941 N Bardstown Rd, Mt Washington, KY 40047","KY"
"1398",8466,"333 SOUTH SHADY ST","MOUNTAIN CITY","TN",37683,"333 S Shady St, Mountain City, TN 37683","TN"
"1399",8468,"220 E 2ND ST","WILLIAMSBURG","KY",40769,"220 S 2nd St, Williamsburg, KY 40769","KY"
"1400",8474,"2135 PERRY LANE RD","BRUNSWICK","GA",31525,"2135 Perry Lane Rd, Brunswick, GA 31525","GA"
"1401",8482,"73 RAILROAD ST","YOUNGSVILLE","PA",16371,"73 Railroad St, Youngsville, PA 16371","PA"
"1402",8484,"3634 E MAIN ST","KALAMAZOO","MI",49048,"3634 E Main St, Kalamazoo, MI 49048","MI"
"1403",8494,"3226 WATSON BLVD","ENDWELL","NY",13760,"3226 Watson Blvd, Endwell, NY 13760","NY"
"1404",8517,"1829 KOWALIGA RD","ECLECTIC","AL",36024,"1829 Kowaliga Rd, Eclectic, AL 36024","AL"
"1405",8518,"121 OLD FORT RD W","FORT DEPOSIT","AL",36032,"121 Old Fort Rd, Fort Deposit, AL 36032","AL"
"1406",8519,"1136 LAKE PARK BLVD N","CAROLINA BEACH","NC",28428,"1136 N Lake Park Blvd, Carolina Beach, NC 28428","NC"
"1407",8521,"1342 S CLEVELAND MASSILLON RD","COPLEY","OH",44321,"1342 S Cleveland Massillon Rd, Akron, OH 44321","OH"
"1408",8530,"1031 SOUTH WILLIAMSON AVE","BURLINGTON","NC",27215,"1031 S Williamson Ave, Burlington, NC 27215","IA"
"1409",8538,"7206 HWY 49","HATTIESBURG","MS",39402,"7206 US 49, Hattiesburg, MS 39402","MS"
"1410",8544,"3600 S PLAZA TRL","VIRGINIA BEACH","VA",23452,"3600 S Plaza Trail, Virginia Beach, VA 23452","VA"
"1411",8546,"701 MONTGOMERY HWY #101","VESTAVIA HILLS",NA,NA,NA,"AL"
"1412",8568,"6160 LAMAR RD","RENO","TX",75462,"6160 Lamar Rd, Reno, TX 75462","TX"
"1413",8575,"526 ROE CENTER CT","TRAVELERS REST","SC",29690,"526 Roe Center Ct, Travelers Rest, SC 29690","SC"
"1414",8579,"5745 S US HWY 25","CORBIN","KY",40701,"5745 US-25, Corbin, KY 40701","KY"
"1415",8580,"746 E COURT ST","MARION","NC",28752,"746 E Court St, Marion, NC 28752","IN"
"1416",8588,"325 E SOUTH STREET","JACKSON","MI",49203,"325 E South St, Jackson, MI 49203","TN"
"1417",8589,"1241 A MORELAND AVE S E","ATLANTA","GA",30316,"1241 Moreland Ave SE, Atlanta, GA 30316","TX"
"1418",8590,"9410 N CENTURY BLVD","CENTURY","FL",32535,"9410 N Century Blvd, Century, FL 32535","FL"
"1419",8602,"25150 W NEWBERRY RD","NEWBERRY","FL",32669,"25150 W Newberry Rd, Newberry, FL 32669","SC"
"1420",8604,"219 MOYTON AVE","STANTONSBURG","NC",27883,"219 Moyton Ave, Stantonsburg, NC 27883","NC"
"1421",8605,"54 NEW CLYDE HWY","CANTON","NC",28716,"54 New Clyde Hwy, Canton, NC 28716","MO"
"1422",8609,"990 E STATE ST","CASSOPOLIS","MI",49031,"990 E State St, Cassopolis, MI 49031","MI"
"1423",8610,"675 N CHESTNUT ST","MINONK","IL",61760,"675 N Chestnut St, Minonk, IL 61760","IL"
"1424",8616,"9008 HWY 19 N","COLLINSVILLE","MS",39325,"9008 Highway 19 N, Collinsville, MS 39325","IL"
"1425",8617,"6500 US 45 S","CARRIER MILLS","IL",62917,"6500 US-45, Carrier Mills, IL 62917","IL"
"1426",8620,"25 S HIGH ST","GLOUSTER","OH",45732,"25 S High St, Glouster, OH 45732","OH"
"1427",8621,"23495 CENTRAL DR","SAUCIER","MS",39574,"23495 Central Dr, Saucier, MS 39574","MS"
"1428",8628,"390 MAIN ST","MC KEE","KY",40447,"390 Main St, McKee, KY 40447","KY"
"1429",8631,"115 KAY CONLEY RD","ROCK SPRING","GA",30739,"115 Kay Conley Rd, Rock Spring, GA 30739","GA"
"1430",8633,"509 DR DONNIE H JONES BLVD W","PRINCETON","NC",27569,"509 Dr Donnie H Jones Jr Blvd W, Princeton, NC 27569","WV"
"1431",8640,"21974 EAST BLVD","SILVERHILL","AL",36576,"21974 East Blvd, Silverhill, AL 36576","AL"
"1432",8641,"304 MAIN ST","NASHVILLE","TN",37213,"304 Main St, Nashville, TN 37213","TN"
"1433",8642,"705 E TALMER AVE","NORTH JUDSON","IN",46366,"705 E Talmer Ave, North Judson, IN 46366","IN"
"1434",8655,"1011 E 3RD ST","CHADRON","NE",69337,"1011 E 3rd St, Chadron, NE 69337","NE"
"1435",8658,"116 E BRUMITT ST","OWENSVILLE","IN",47665,"116 E Brummitt St, Owensville, IN 47665","MO"
"1436",8661,"316 W COLLEGE ST","COLUMBIANA","AL",35051,"316 W College St, Columbiana, AL 35051","OH"
"1437",8671,"19 ROME RD","CAVE SPRING","GA",30124,"19 Rome St, Cave Spring, GA 30124","GA"
"1438",8683,"769 HARBOR BLVD","DESTIN","FL",32541,"769 Harbor Blvd, Destin, FL 32541","FL"
"1439",8684,"3076 RIVERSIDE DR STE 800","MACON","GA",31210,"3076 Riverside Dr, Macon, GA 31210","MO"
"1440",8685,"220 STURGIS RD","MARION","KY",42064,"220 Sturgis Rd, Marion, KY 42064","IN"
"1441",8689,"101 W FIRST ST","SOUTH WHITLEY","IN",46787,"101 W 1st St, South Whitley, IN 46787","IN"
"1442",8696,"258 PALMER ST","FRANKLIN","PA",16323,"1407 Pittsburgh Rd, Franklin, PA 16323","KY"
"1443",8697,"1311 NOCCALULA RD","GADSDEN","AL",35904,"1311 Noccalula Rd, Gadsden, AL 35904","AL"
"1444",8703,"100 TYLER S/C","COVINGTON",NA,NA,NA,"TN"
"1445",8710,"610 E 5TH ST","IMPERIAL","NE",69033,"610 E 5th St, Imperial, NE 69033","PA"
"1446",8711,"462 BROADWAY","TECUMSEH","OK",74873,"462 S Broadway, Tecumseh, OK 74873","OK"
"1447",8713,"297 ZELIENOPLE RD","ELLWOOD CITY","PA",16117,"297 Zelienople Rd, Ellwood City, PA 16117","PA"
"1448",8715,"529 HWY 61 N","NATCHEZ","MS",39120,"529 US-61, Natchez, MS 39120","MS"
